index,genres,id,original_language,title
4445,Action Thriller,19124,en,Blind Fury
4446,Action Adventure Comedy,69828,en,Breaking In
4447,Horror Comedy Science Fiction,53150,en,C.H.U.D. II: Bud the Chud
4448,Drama History War,10142,en,Casualties of War
4449,Fantasy Comedy Science Fiction Romance,3064,en,Chances Are
4450,Comedy Crime,86093,en,Cookie
4451,Action Science Fiction,10134,en,Cyborg
4452,Drama Comedy,21291,en,Dad
4453,Action Adventure Drama Thriller,4925,en,Dead Bang
4454,Action Comedy,30352,en,Disorganized Crime
4455,Fantasy Comedy Science Fiction Romance,15142,en,Dream a Little Dream
4456,Comedy,14550,en,The Dream Team
4457,Drama Mystery,32075,en,A Dry White Season
4458,Music Comedy Drama Romance Science Fiction,2210,en,Earth Girls Are Easy
4459,Drama Thriller Music,25005,en,Eddie and the Cruisers II: Eddie Lives!
4460,Drama Music,21721,en,Eddie and the Cruisers
4461,Comedy Drama Romance,116014,en,Enemies: A Love Story
4462,Adventure Fantasy Comedy,11828,en,Erik the Viking
4463,Action Comedy,55699,en,The Experts
4464,Action Comedy Crime Drama Thriller,10551,en,Family Business
4465,War Adventure,20713,en,Farewell to the King
4466,War Drama History,27461,en,Fat Man and Little Boy
4467,Drama Thriller,41969,en,The Girl in a Swing
4468,Drama,1380,en,Gleaming the Cube
4469,Comedy,19157,en,Going Overboard
4470,Drama,11465,en,Great Balls of Fire!
4471,Comedy Drama Romance,17190,en,Gross Anatomy
4472,Comedy Romance,55059,en,Happy Together
4473,Comedy Crime Drama,9085,en,Harlem Nights
4474,Comedy Crime Mystery Romance,17819,en,Her Alibi
4475,Drama Comedy,46786,en,Homer and Eddie
4476,Fantasy Comedy,14776,en,How to Get Ahead in Advertising
4477,Comedy Drama,59585,en,Immediate Family
4478,Drama Comedy Romance,32855,en,In Country
4479,Action Crime Drama Thriller,29185,en,An Innocent Man
4480,Drama,39787,en,Jacknife
4481,Crime Mystery Thriller,32059,en,The January Man
4482,Crime Drama,505,en,Johnny Handsome
4483,Drama,4486,fr,Jesus of Montreal
4484,Action Comedy Crime,10345,en,K-9
4485,Action Thriller,10222,en,Kickboxer
4486,Drama,12774,en,Last Exit to Brooklyn
4487,Drama,14621,en,Lean On Me
4488,Comedy,19118,en,Let It Ride
4489,Adventure Horror Action Thriller Science Fiction,14372,en,Leviathan
4490,Adventure Fantasy Comedy Family,15138,en,Little Monsters
4491,Action Adventure Crime Drama Thriller,9972,en,Lock Up
4492,Comedy Romance,9494,en,Look Whos Talking
4493,Comedy Romance,17362,en,Loverboy
4494,Comedy,9942,en,Major League
4495,Comedy Music,8216,en,Meet the Feebles
4496,Mystery Drama Science Fiction Thriller,4296,en,Millennium
4497,Romance Science Fiction Thriller,24739,en,Miracle Mile
4498,Comedy,39197,en,Miss Firecracker
4499,Comedy Drama Romance,9686,en,New York Stories
4500,Adventure Drama Action Thriller,27418,en,Next of Kin
4501,Action Drama,39002,en,No Holds Barred
4502,Action Drama Romance,43345,en,Old Gringo
4503,Action Adventure Crime Drama Thriller,31606,en,The Package
4504,Comedy Drama Horror,27607,en,Parents
4505,Comedy Adventure,37146,en,Penn & Teller Get Killed
4506,Action Adventure Comedy Drama Romance,20006,en,Pink Cadillac
4507,Action Thriller,8867,en,The Punisher
4508,Action History War,12663,en,Red Scorpion
4509,Adventure Action Thriller Science Fiction,331,en,Jurassic Park III
4510,Comedy Romance,11467,en,Americas Sweethearts
4511,Crime Drama Thriller,327,ja,Brother
4512,Comedy Drama,1548,en,Ghost World
4513,Comedy Music,13403,en,Hedwig and the Angry Inch
4514,Thriller Science Fiction Action Adventure,869,en,Planet of the Apes
4515,Drama Comedy Romance,552,it,Bread and Tulips
4516,Crime Horror Mystery Thriller,36095,ja,Cure
4517,Comedy,33379,en,Greenfingers
4518,,196859,en,Jackpot
4519,Drama,47574,en,The Monkeys Mask
4520,Comedy,2171,en,Wet Hot American Summer
4521,Mystery Thriller Horror Crime,87462,en,Relentless
4522,Action Crime Thriller,20307,en,Renegades
4523,Horror Science Fiction,19142,en,The Return of Swamp Thing
4524,Comedy Action Adventure,41946,en,The Return of the Musketeers
4525,Action Thriller,10135,en,Road House
4526,Drama History,32767,en,Romero
4527,Comedy,56162,en,Rosalie Goes Shopping
4528,Comedy,24254,en,Rude Awakening
4529,Fantasy Horror Mystery,19236,en,Santa Sangre
4530,Drama History Romance,32261,en,Scandal
4531,Comedy,60276,en,Scenes from the Class Struggle in Beverly Hills
4532,Drama Crime Mystery,12150,en,Sea of Love
4533,Crime Comedy,11185,en,"See No Evil, Hear No Evil"
4534,Comedy Romance,47045,en,Shes Out of Control
4535,Romance Comedy Drama,18683,en,Shirley Valentine
4536,Thriller Comedy Horror,12521,en,Shocker
4537,Romance Comedy Drama,12478,en,Skin Deep
4538,Drama,49788,en,Slaves of New York
4539,Comedy Drama Romance,31083,en,Some Girls
4540,Horror Thriller,30666,en,Stepfather II: Make Room For Daddy
4541,Drama Horror Mystery Thriller,25155,en,The Stepfather
4542,Drama Comedy,65015,en,Sweetie
4543,Comedy Romance,24077,en,The Tall Guy
4544,Action Adventure Comedy,9618,en,Tango & Cash
4545,Action Drama,16560,en,Tap
4546,Comedy,31608,en,Three Fugitives
4547,Adventure Comedy Family,22102,en,Troop Beverly Hills
4548,Action Comedy Thriller Crime Family,6951,en,Turner & Hooch
4549,Comedy,11959,en,UHF
4550,Comedy Drama Family,2616,en,Uncle Buck
4551,Comedy Horror,7091,en,Vampires Kiss
4552,Comedy Drama Thriller,249,en,The War of the Roses
4553,Adventure Comedy Fantasy Horror,11342,en,Warlock
4554,Adventure Comedy Drama Family Romance,183,en,The Wizard
4555,Comedy Romance,32330,en,Worth Winning
4556,Fantasy Horror Science Fiction,24126,en,Warlock: The Armageddon
4557,Comedy,8494,en,Weekend at Bernies II
4558,Romance Comedy Drama,26535,en,Billy Liar
4559,Adventure Drama History,41784,en,Black Robe
4560,Horror Mystery Thriller,27431,it,The Cat o Nine Tails
4561,Music Drama Crime Romance,2148,en,The Cotton Club
4562,Horror Science Fiction Thriller Action,42033,en,Def-Con 4
4563,Comedy Drama,11308,en,The Hotel New Hampshire
4564,Comedy Drama Foreign Thriller,23239,en,Idiot Box
4565,Drama,53119,en,Left Luggage
4566,War Drama Thriller Crime Action,31941,en,Wholl Stop the Rain
4567,Western Action Comedy Adventure Romance,19317,en,"Zorro, The Gay Blade"
4568,Comedy Horror,27813,en,Basket Case
4569,Comedy Drama,57745,en,Orphans
4570,Thriller,2057,en,Original Sin
4571,Comedy Family Romance,9880,en,The Princess Diaries
4572,Action Comedy Crime Thriller,5175,en,Rush Hour 2
4573,Drama Comedy Science Fiction Romance Foreign,21596,en,Thomas in Love
4574,Drama,41951,fr,Chocolat
4575,Action Adventure Comedy,11385,en,Hatari!
4576,Comedy,4484,fr,La Cage aux folles
4577,Comedy,11684,fr,La Cage aux folles II
4578,Horror Thriller Mystery Romance,44414,en,Liebestraum
4579,Music Drama History,44258,en,Marat/Sade
4580,Drama Action Comedy Western Music,20391,en,Paint Your Wagon
4581,Action Adventure Drama Western,12584,en,The Shootist
4582,Documentary Music,70042,en,Theremin: An Electronic Odyssey
4583,Drama,1627,fr,The Wild Child
4584,Mystery Drama Fantasy Science Fiction Thriller Horror,11542,en,Altered States
4585,Action Adventure Comedy,17169,en,Any Which Way You Can
4586,Horror,39176,en,The Awakening
4587,Drama Mystery Thriller,33214,en,Bad Timing
4588,Action Comedy,19267,en,The Big Brawl
4589,Comedy Romance,2770,en,American Pie 2
4590,Adventure Animation Action Comedy Family,12610,en,Osmosis Jones
4591,Horror Drama Mystery Thriller,1933,en,The Others
4592,Action Western,13496,en,American Outlaws
4593,Comedy Romance,21055,en,All Over the Guy
4594,Drama Crime Mystery,24936,en,The Deep End
4595,Drama Romance,80070,en,On the Edge
4596,Horror Mystery,10972,en,Session 9
4597,,207541,en,The Turandot Project
4598,Drama History Romance,1722,en,Captain Corellis Mandolin
4599,Adventure Comedy,9896,en,Rat Race
4600,Drama Comedy Foreign,26665,en,Aberdeen
4601,,125707,en,Innocence
4602,Adventure Comedy Drama Romance,9683,en,Bubble Boy
4603,Comedy Crime Mystery Romance Thriller,2779,en,The Curse of the Jade Scorpion
4604,Comedy,2294,en,Jay and Silent Bob Strike Back
4605,Action Horror Science Fiction,10016,en,Ghosts of Mars
4606,Drama Comedy Romance,26602,en,Summer Catch
4607,Drama Family,37920,en,An American Rhapsody
4608,Comedy Romance Science Fiction,22230,en,Happy Accidents
4609,,206412,en,Lisa Picard Is Famous
4610,Comedy Romance,13966,en,Maybe Baby
4611,Drama Comedy Romance,742,sv,Together
4612,Comedy Romance,248757,en,Punks
4613,Comedy Drama Romance,15104,en,Tortilla Soup
4614,Horror Thriller,8922,en,Jeepers Creepers
4615,Drama Romance Thriller,11065,en,O
4616,Comedy Romance,21118,en,Waking Up in Reno
4617,Romance Drama Crime,46727,en,Speedway Junky
4618,Action Adventure Comedy Family,16314,en,3 Ninjas
4619,Adventure Action Comedy Family,18885,en,3 Ninjas Kick Back
4620,Adventure Action Comedy Family,40508,en,3 Ninjas Knuckle Up
4621,Action Drama Thriller,5922,en,The Hunter
4622,Horror,27346,en,Maniac
4623,Comedy Horror,34223,en,Vamp
4624,Horror Music Mystery Thriller,16307,en,The Wicker Man
4625,Family Comedy Fantasy,27681,en,Wish Upon a Star
4626,Action Adventure Drama,11370,en,The Musketeer
4627,Music Drama Comedy,12508,en,Rock Star
4628,Horror Mystery Thriller,14033,en,Soul Survivors
4629,Comedy Romance,25462,en,Two Can Play That Game
4630,,223346,en,Bounce: Behind The Velvet Rope
4631,Drama Thriller Mystery,34714,en,Diamond Men
4632,Drama,47161,fa,Djomeh
4633,Comedy Drama,106230,th,The Iron Ladies
4634,Drama Action Comedy Thriller Crime Romance,35176,en,Kill Me Later
4635,Drama,18734,en,L.I.E.
4636,Crime Drama Romance,44321,es,Our Lady of the Assassins
4637,Comedy,26661,en,Abbott and Costello Meet the Mummy
4638,Crime Drama Mystery Thriller,5998,de,"Dr. Mabuse, the Gambler"
4639,Documentary,58062,en,Into the Arms of Strangers: Stories of the Kindertransport
4640,Drama Thriller,2176,en,The Glass House
4641,Comedy Romance,20857,en,Hardball
4642,Drama Action Thriller,22617,en,Dinner Rush
4643,Comedy,75386,en,Haiku Tunnel
4644,Action Comedy Thriller,2185,en,Big Trouble
4645,Drama Romance,10696,en,Glitter
4646,Action Crime Drama Thriller,2034,en,Training Day
4647,Action Comedy Science Fiction Music,21538,en,The American Astronaut
4648,Documentary,51722,en,Children Underground
4649,Documentary,101860,en,Go Tigers!
4650,Drama,48834,en,Liam
4651,Action Science Fiction Thriller,30379,en,Megiddo: The Omega Code 2
4652,Comedy Drama Romance,31016,en,Sidewalks of New York
4653,Documentary History,32567,en,The Endurance: Shackletons Legendary Antarctic Expedition
4654,Drama Romance,12537,en,The French Lieutenants Woman
4655,Action Drama Western,9028,it,The Great Silence
4656,Horror Mystery,16180,en,The Legend of Hell House
4657,Drama Family,11521,en,Little Man Tate
4658,Drama Comedy Romance,21028,ru,Moscow Does Not Believe in Tears
4659,Comedy Fantasy Horror Music Thriller,27327,en,Phantom of the Paradise
4660,Action Drama Western,35200,en,The Return of a Man Called Horse
4661,Western,21242,en,Valdez Is Coming
4662,Horror,29756,en,13 Ghosts
4663,Comedy Drama Romance,82523,sv,Montenegro
4664,Thriller Horror Mystery,20115,it,Opera
4665,Adventure Comedy Romance,30295,en,Father Goose
4666,Comedy Drama Romance,25767,en,The Grass Is Greener
4667,Comedy Music,33725,en,A Hole in the Head
4668,Comedy Romance,22874,en,Indiscreet
4669,Action Adventure Comedy Crime,11576,en,"Its a Mad, Mad, Mad, Mad World"
4670,Action Adventure Drama,43860,en,King Solomons Mines
4671,Drama Romance,43802,en,The Little Foxes
4672,Action Comedy Romance,9660,en,Operation Petticoat
4673,Crime Drama Romance Thriller,15393,en,Play Misty for Me
4674,Comedy Drama,248,en,Pocketful of Miracles
4675,Drama Romance,40885,en,Sayonara
4676,Drama War,25905,sk,The Shop on Main Street
4677,Comedy Romance,21148,en,Spring Break
4678,Thriller Drama Mystery,1644,en,The Vanishing
4679,Drama Thriller,12502,en,Silkwood
4680,Drama,66092,en,I Never Promised You a Rose Garden
4681,Drama Music,10373,en,Quadrophenia
4682,Family Adventure,13766,en,SpaceCamp
4683,Action Fantasy Science Fiction Thriller,16380,en,When Worlds Collide
4684,Thriller,12103,en,Dont Say a Word
4685,Drama Mystery,11313,en,Hearts in Atlantis
4686,Comedy,9398,en,Zoolander
4687,Comedy Romance,35066,en,Born Romantic
4688,Action Adventure Comedy Romance,45864,en,Extreme Days
4689,Comedy Crime Drama,55372,fr,Va Savoir (Who Knows?)
4690,Music Documentary,292947,en,Wont Anybody Listen
4691,Mystery Thriller Drama,10866,en,Joy Ride
4692,Comedy Family Fantasy Science Fiction,34549,en,Max Keebles Big Move
4693,Comedy Romance,9778,en,Serendipity
4694,Documentary Music,34453,en,Grateful Dawg
4695,Comedy Drama,58429,es,La Cienaga
4696,Drama War,16121,en,The Big Red One
4697,Horror,40220,en,The Boogey Man
4698,Drama Romance Comedy,166,fr,The Party
4699,Drama Mystery Thriller,42787,en,Lady in a Cage
4700,Crime Drama,1623,en,Brubaker
4701,Comedy Music,40932,en,Cant Stop the Music
4702,Drama,32027,en,Carny
4703,Horror Thriller,13550,en,The Changeling
4704,Action Adventure Comedy,13612,en,Cheech & Chongs Next Movie
4705,Drama Music,16769,en,Coal Miners Daughter
4706,Drama Romance Music,42158,en,The Competition
4707,Horror Action Drama Mystery Thriller,27958,en,Cruising
4708,Documentary Music History,86463,en,D.O.A.
4709,Adventure Horror Mystery Thriller,31703,en,Death Ship
4710,Drama Romance War,1716,fr,The Last Metro
4711,Music,27059,en,Divine Madness
4712,Thriller Action Adventure,20681,en,The Dogs of War
4713,Crime Drama Thriller,57743,en,The Learning Curve
4714,Action Comedy Crime Romance,3172,en,Bandits
4715,Action Comedy Crime,17708,en,Corky Romano
4716,Action Crime Drama,12780,cn,Iron Monkey
4717,Drama,570,fr,Fat Girl
4718,Thriller Drama Mystery,1018,en,Mulholland Drive
4719,Comedy Drama Romance,25641,en,My First Mister
4720,Action Animation Science Fiction,16767,ja,Spriggan
4721,Drama,102933,en,Things Behind the Sun
4722,Action Horror Thriller,11380,en,Bones
4723,Action Crime Drama Mystery Thriller,27396,en,Brannigan
4724,Music Romance,26299,en,Clambake
4725,Action Crime Thriller,984,en,Dirty Harry
4726,Documentary,15559,en,Destiny in Space
4727,Drama Romance,14811,en,Fiddler on the Roof
4728,Documentary,21741,en,Hail Columbia!
4729,Drama Thriller Crime Romance,77670,en,Kansas
4730,Comedy Romance,55727,en,Making the Grade
4731,Documentary,15560,en,Mission to Mir
4732,Drama Thriller,9585,en,Not Without My Daughter
4733,Comedy Crime,14267,en,Female Trouble
4734,Documentary,45929,en,Titanica
4735,Horror Mystery Thriller,768,en,From Hell
4736,Action Drama Thriller,2100,en,The Last Castle
4737,Comedy Drama Romance,11091,en,Riding in Cars with Boys
4738,Thriller Action Crime Drama,3173,th,Bangkok Dangerous
4739,Crime,27092,es,Burnt Money
4740,Drama Mystery,23941,en,Dancing at the Blue Iguana
4741,Drama,18192,en,Focus
4742,Romance Drama,11845,en,Intimacy
4743,Animation Drama,9081,en,Waking Life
4744,Drama Science Fiction,167,en,K-PAX
4745,Comedy Family Romance,34043,en,On the Line
4746,Horror Thriller,9378,en,Thir13en Ghosts
4747,Romance Drama Comedy,27444,en,Better Than Sex
4748,Fantasy Drama Mystery,141,en,Donnie Darko
4749,Action Crime Comedy,10034,en,High Heels and Low Lifes
4750,Drama,11457,en,Life as a House
4751,Crime Drama,10778,en,The Man Who Wasnt There
4752,Comedy,78657,fr,Ouch
4753,Drama Foreign,67385,it,The Town Is Quiet
4754,,151727,en,Trembling Before G-d
4755,Mystery Thriller Crime,11456,en,Domestic Disturbance
4756,Animation Comedy Family,585,en,"Monsters, Inc."
4757,Action Science Fiction Thriller,10796,en,The One
4758,Drama,23949,en,Tape
4759,Action Crime Drama Thriller,11088,en,Heist
4760,Comedy Romance,9889,en,Shallow Hal
4761,Drama Thriller,140511,en,King of the Jungle
4762,Drama Comedy Romance,133115,en,Maze
4763,Horror Thriller,45964,en,When a Stranger Calls
4764,Action Science Fiction Western,32014,en,Timerider: The Adventure of Lyle Swann
4765,Action Comedy,13408,en,The Wash
4766,Adventure Fantasy Family,671,en,Harry Potter and the Philosophers Stone
4767,Comedy Drama,17731,en,The Fluffer
4768,Comedy Crime Thriller,20794,en,Novocaine
4769,Adventure Comedy Fantasy,11469,en,Black Knight
4770,Comedy,14369,en,Out Cold
4771,Action Crime Thriller,1535,en,Spy Game
4772,Fantasy Drama Horror Thriller Science Fiction,1433,es,The Devils Backbone
4773,Drama Thriller,1999,en,In the Bedroom
4774,,58098,it,The Way We Laughed
4775,Action Thriller,78076,en,Hell Up In Harlem
4776,Action,87774,en,Bucktown
4777,Action Crime Drama Thriller,23847,en,Across 110th Street
4778,Drama War,50785,fr,Le Petit Soldat
4779,Comedy Family Science Fiction,12472,en,The Incredible Shrinking Woman
4780,Romance Drama,42258,nl,Katie Tippel
4781,Fantasy Comedy,11834,en,Jabberwocky
4782,Drama Comedy Music Romance,16085,en,Funny Girl
4783,Horror,27405,en,Circus of Horrors
4784,Drama Crime,269,fr,Breathless
4785,Action Fantasy,16441,en,The Beastmaster
4786,Action Drama History War,11422,en,Midway
4787,Drama History,31037,en,MacArthur
4788,Action Drama War,40739,en,The Young Lions
4789,Action Thriller,10656,fr,Subway
4790,Drama Romance,32847,en,"Now, Voyager"
4791,Drama Family,39938,en,Little Women
4792,Adventure Drama Action War,38766,en,Halls of Montezuma
4793,Action War Drama,43510,en,Guadalcanal Diary
4794,Action Drama War,35284,it,Anzio
4795,Comedy Thriller Crime Mystery,14584,en,The Cheap Detective
4796,Comedy Foreign,58886,nl,Everybodys Famous!
4797,Drama Mystery Thriller,72277,en,The Last Wave
4798,Comedy Drama Romance,5781,fr,That Obscure Object of Desire
4799,Comedy Family,23805,en,The Toy
4800,Thriller,34388,hu,Funeral in Berlin
4801,Horror,39867,en,Dont Go in the House
4802,Horror Mystery Thriller,11033,en,Dressed to Kill
4803,Action Drama,69716,en,The Earthling
4804,Action Thriller Crime Drama,37835,en,The Exterminator
4805,Drama Science Fiction,33356,en,The Falls
4806,Drama,3537,en,Fame
4807,Comedy Romance,38922,en,Fatso
